url,label,source,last_update,accuracy,transparency,type,accuracy_bin
inews24.it,misleading,bufalopedia,2020-05-05,2,1,unreliable,inaccurate
ioco.altervista.org,misleading,bufalopedia,2020-05-05,2,1,unreliable,inaccurate
lavocea5stelle.altervista.org,misleading,bufalopedia,2020-05-05,2,1,unreliable,inaccurate
liberogiornale.it,misleading,bufalopedia,2020-05-05,2,1,unreliable,inaccurate
news24roma.altervista.org,misleading,bufalopedia,2020-05-05,2,1,unreliable,inaccurate
news24tg.com,misleading,bufalopedia,2020-05-05,2,1,unreliable,inaccurate
news24europa.com,misleading,bufalopedia,2020-05-05,2,1,unreliable,inaccurate
notiziea5stelle.com,misleading,bufalopedia,2020-05-05,2,1,unreliable,inaccurate
panorana.it,misleading,bufalopedia,2020-05-05,2,1,unreliable,inaccurate
paperera.com,misleading,bufalopedia,2020-05-05,2,1,unreliable,inaccurate
sky24ore.it,misleading,bufalopedia,2020-05-05,2,1,unreliable,inaccurate
strafattiquotidiani.wordpress.com,misleading,bufalopedia,2020-05-05,2,1,unreliable,inaccurate
bbspot.com,fake news,bufalopedia,2020-05-05,1,1,unreliable,inaccurate
betootaadvocate.com,fake news,bufalopedia,2020-05-05,1,1,unreliable,inaccurate
collegehumor.com,fake news,bufalopedia,2020-05-05,1,1,unreliable,inaccurate
dailybuzzlive.com,fake news,bufalopedia,2020-05-05,1,1,unreliable,inaccurate
dailycurrant.com,fake news,bufalopedia,2020-05-05,1,1,unreliable,inaccurate
empirenews.net,fake news,bufalopedia,2020-05-05,1,1,unreliable,inaccurate
empiresports.co,fake news,bufalopedia,2020-05-05,1,1,unreliable,inaccurate
freewoodpost.com,fake news,bufalopedia,2020-05-05,1,1,unreliable,inaccurate
huzlers.com,fake news,bufalopedia,2020-05-05,1,1,unreliable,inaccurate
journaldemourreal.com,fake news,bufalopedia,2020-05-05,1,1,unreliable,inaccurate
lightlybraisedturnip.com,fake news,bufalopedia,2020-05-05,1,1,unreliable,inaccurate
en.mediamass.net,fake news,bufalopedia,2020-05-05,1,1,unreliable,inaccurate
nationalreport.net,fake news,bufalopedia,2020-05-05,1,1,unreliable,inaccurate
newsexaminer.net,fake news,bufalopedia,2020-05-05,1,1,unreliable,inaccurate
newyorker.com/humor/borowitz-report,fake news,bufalopedia,2020-05-05,1,1,unreliable,inaccurate
thenewsnerd.com,fake news,bufalopedia,2020-05-05,1,1,unreliable,inaccurate
thepoke.co.uk,fake news,bufalopedia,2020-05-05,1,1,unreliable,inaccurate
weeklyworldnews.com,fake news,bufalopedia,2020-05-05,1,1,unreliable,inaccurate
12minutos.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
16wmpo.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
20minutenews.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
247newsmedia.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
24aktuelles.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
24online.news,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
24usainfo.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
24wpn.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
abcnews.com.co,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
actualite.co,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
actualites.co,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
adobochronicles.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
alabamaobserver.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
aldipest.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
alertchild.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
alynews.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
americafans.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
americanflare.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
americanflavor.news,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
americanjournalreview.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
americanpeoplenetwork.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
americanpoliticnews.co,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
americanpresident.co,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
americanprides.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
americasnewest.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
amposts.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
anews-24.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
anews24.org,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
angrypatriotmovement.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
anonjekloy.tk,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
areyouasleep.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
asamericanasapplepie.org,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
associatedmediacoverage.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
aurora-news.us,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
badcriminals.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
baldwinpost.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
baltimoregazette.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
battypost.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
bb4sp.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
beforeitsnews.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
belgique.actualites.co,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
bients.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
bigbluevision.org,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
bignuggetnews.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
bizstandardnews.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
bluevision.news,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
bluevisionpost.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
borderherald.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
bostonleader.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
breakingtop.world,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
burrardstreetjournal.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
butthatsnoneofmybusiness.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
buzzfeedusa.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
cartelpress.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
cartelreport.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
celebtricity.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
channel16news.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
channel17news.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
channel18news.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
channel22news.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
channel23news.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
channel28news.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
channel34news.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
channel45news.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
channel5000.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
choiceandtruth.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
christiantimesnewspaper.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
christiantoday.info,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
chuckcallesto.blogspot.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
civictribune.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
clancyreport.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
clashdaily.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
clear-politics.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
cnn.com.de,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
cnnews3.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
consciouslyenlightened.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
conservativearmy88.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
conservativedailypost.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
conservativeflashnews.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
conservativeinfocorner.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
conservativeinsider.co,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
conservativespirit.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
conservativestudio.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
consnation.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
cooltobeconservative.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
daily-sun.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
dailyfinesser.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
dailyinfobox.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
dailyinsidernews.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
dailynews10.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
dailynews11.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
dailynews3.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
dailynews33.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
dailynews5.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
dailynewsposts.info,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
dailyoccupation.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
dailypresser.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
dailysurge.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
dailyusaupdate.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
damnleaks.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
democraticmoms.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
denverguardian.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
denverinquirer.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
departed.co,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
departedmedia.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
dineal.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
disclose.tv,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
diyhours.net,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
donaldtrumpnews.co,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
donaldtrumppotus45.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
drugsofficial.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
embols.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
empireherald.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
en-volve.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
endingthefed.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
enhlive.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
everydaybreakingnews.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
everynewshere.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
famousviralstories.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
fanzinger.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
federalistnation.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
federalisttribune.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
fedsalert.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
flashinfo.org,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
flashnewscorner.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
floridasunpost.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
focusnews.info,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
folksvideo.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
fox-news24.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
france.actualites.co,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
freddymag.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
freedomcrossroads.us,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
freedomdaily.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
freedomsfinalstand.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
freshdailyreport.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
friendsofsyria.wordpress.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
givemeliberty01.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
globalassociatednews.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
globalpoliticsnow.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
greenvillegazette.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
guerilla.news,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
guerillanews.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
gummypost.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
halturnershow.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
headlinebrief.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
healthyworldhouse.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
heaviermetal.net,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
hotglobalnews.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
houstonchronicle-tv.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
ilovemyfreedom.org,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
interestingdailynews.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
intrendtoday.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
ipatriot.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
isthatlegit.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
jokerviral.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
kata33.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
klponews.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
km8news.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
kmt11.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
knp7.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
konkonsagh.biz,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
krbcnews.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
kspm33.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
kupr7.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
ky12news.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
ky6news.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
kypo6.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
ladylibertysnews.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
landrypost.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
lastdeplorables.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
liberalplug.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
liberty-courier.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
libertyalliance.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
libertywritersnews.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
local31news.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
localnews33.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
londonwebnews.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
lopezreport.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
madworldnews.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
mainerepublicemailalert.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
majorthoughts.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
maywoodpost.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
mbynews.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
mckenziepost.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
mediazone.news,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
metropolitanworlds.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
mississippiherald.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
morningnewsusa.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
mrnewswatch.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
msfanpage.link,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
msnbc.website,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
nationalinsiderpolitics.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
nbc.com.co,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
ncscooper.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
neonnettle.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
nephef.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
nevo.news,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
newpoliticstoday.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
news14kgpn.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
news14now.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
news4ktla.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
newsbiscuit.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
newsbreakingspipe.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
newsbreakshere.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
newsbuzzdaily.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
newsbysquad.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
newsdaily10.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
newsdaily12.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
newsdaily27.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
newsfeedhunter.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
newsfeedobserver.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
newshubs.info,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
newsjustforyou1.blogspot.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
newsleak.co,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
newslo.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
newsnow17.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
newswatch33.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
newzmagazine.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
notallowedto.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
noticias365.info,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
now8news.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
nymeta.co,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
occupydemocrats.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
onepoliticalplaza.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
openmagazines.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
oreillypost.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
ourlandofthefree.com,fake news,girnberg,2019-01-28,1,1,unreliable,inaccurate
